"year","GEOID","site","reclass","buffer","total"
1992,"39073","60","1",2000,0
1992,"39073","60","1",5000,0
1992,"39073","60","1",10000,1971
1992,"39073","63","1",200,0
1992,"39073","63","1",400,0
1992,"39073","63","1",1000,0
1992,"39073","63","1",2000,0
1992,"39073","63","1",5000,217
1992,"39073","63","1",10000,439
1992,"39075","18","1",200,0
1992,"39075","18","1",400,0
1992,"39075","18","1",1000,0
1992,"39075","18","1",2000,0
1992,"39075","18","1",5000,-2
1992,"39075","18","1",10000,-4
1992,"39085","11","1",200,0
1992,"39085","11","1",400,0
1992,"39085","11","1",1000,0
1992,"39085","11","1",2000,6
1992,"39085","11","1",5000,402
1992,"39085","11","1",10000,1668
1992,"39085","113","1",200,0
1992,"39085","113","1",400,0
1992,"39085","113","1",1000,0
1992,"39085","113","1",2000,204
1992,"39085","113","1",5000,538
1992,"39085","113","1",10000,3263
1992,"39085","114","1",200,0
1992,"39085","114","1",400,0
1992,"39085","114","1",1000,0
1992,"39085","114","1",2000,0
1992,"39085","114","1",5000,598
1992,"39085","114","1",10000,2465
1992,"39085","115","1",200,0
1992,"39085","115","1",400,0
1992,"39085","115","1",1000,0
1992,"39085","115","1",2000,0
1992,"39085","115","1",5000,598
1992,"39085","115","1",10000,2465
1992,"39085","118","1",200,0
1992,"39085","118","1",400,0
1992,"39085","118","1",1000,0
1992,"39085","118","1",2000,0
1992,"39085","118","1",5000,0
1992,"39085","118","1",10000,-3
1992,"39085","119","1",200,0
1992,"39085","119","1",400,0
1992,"39085","119","1",1000,0
1992,"39085","119","1",2000,0
1992,"39085","119","1",5000,0
1992,"39085","119","1",10000,12
1992,"39085","15","1",200,0
1992,"39085","15","1",400,0
1992,"39085","15","1",1000,77
1992,"39085","15","1",2000,3318
1992,"39085","15","1",5000,34383
1992,"39085","15","1",10000,164580
1992,"39085","16","1",200,0
1992,"39085","16","1",400,0
1992,"39085","16","1",1000,0
1992,"39085","16","1",2000,5333
1992,"39085","16","1",5000,40074
1992,"39085","16","1",10000,170086
1992,"39085","29","1",200,0
1992,"39085","29","1",400,0
1992,"39085","29","1",1000,0
1992,"39085","29","1",2000,36
1992,"39085","29","1",5000,242
1992,"39085","29","1",10000,1209
1992,"39085","30","1",200,0
1992,"39085","30","1",400,0
1992,"39085","30","1",1000,0
1992,"39085","30","1",2000,36
1992,"39085","30","1",5000,242
1992,"39085","30","1",10000,1209
1992,"39085","31","1",200,0
1992,"39085","31","1",400,0
1992,"39085","31","1",1000,0
1992,"39085","31","1",2000,36
1992,"39085","31","1",5000,242
1992,"39085","31","1",10000,1209
1992,"39085","32","1",200,0
1992,"39085","32","1",400,0
1992,"39085","32","1",1000,0
1992,"39085","32","1",2000,36
1992,"39085","32","1",5000,242
1992,"39085","32","1",10000,1209
1992,"39085","4","1",200,0
1992,"39085","4","1",400,0
1992,"39085","4","1",1000,49
1992,"39085","4","1",2000,133
1992,"39085","4","1",5000,605
1992,"39085","4","1",10000,6523
1992,"39085","5","1",200,0
1992,"39085","5","1",400,0
1992,"39085","5","1",1000,0
1992,"39085","5","1",2000,0
1992,"39085","5","1",5000,0
1992,"39085","5","1",10000,205
1992,"39085","7","1",200,0
1992,"39085","7","1",400,0
1992,"39085","7","1",1000,-2
1992,"39085","7","1",2000,38
1992,"39085","7","1",5000,346
1992,"39085","7","1",10000,1249
1992,"39085","76","1",200,0
1992,"39085","76","1",400,0
1992,"39085","76","1",1000,0
1992,"39085","76","1",2000,0
1992,"39085","76","1",5000,0
1992,"39085","76","1",10000,8279
1992,"39085","8","1",200,0
1992,"39085","8","1",400,0
1992,"39085","8","1",1000,0
1992,"39085","8","1",2000,-2
1992,"39085","8","1",5000,926
1992,"39085","8","1",10000,2114
1992,"39085","99","1",200,0
1992,"39085","99","1",400,0
1992,"39085","99","1",1000,0
1992,"39085","99","1",2000,0
1992,"39085","99","1",5000,0
1992,"39085","99","1",10000,139
1992,"39089","122","1",200,0
1992,"39089","122","1",400,0
1992,"39089","122","1",1000,0
1992,"39089","122","1",2000,0
1992,"39089","122","1",5000,218
1992,"39089","122","1",10000,4365
1992,"39089","35","1",200,0
1992,"39089","35","1",400,0
1992,"39089","35","1",1000,0
1992,"39089","35","1",2000,0
1992,"39089","35","1",5000,0
1992,"39089","35","1",10000,41
1992,"39089","42","1",200,0
1992,"39089","42","1",400,0
1992,"39089","42","1",1000,0
1992,"39089","42","1",2000,0
1992,"39089","42","1",5000,363
1992,"39089","42","1",10000,1978
1992,"39089","53","1",200,0
1992,"39089","53","1",400,0
1992,"39089","53","1",1000,0
1992,"39089","53","1",2000,0
1992,"39089","53","1",5000,0
1992,"39089","53","1",10000,12
1992,"39089","56","1",200,0
1992,"39089","56","1",400,0
1992,"39089","56","1",1000,0
1992,"39089","56","1",2000,0
1992,"39089","56","1",5000,158
1992,"39089","56","1",10000,4395
1992,"39091","62","1",200,0
1992,"39091","62","1",400,0
1992,"39091","62","1",1000,0
1992,"39091","62","1",2000,0
1992,"39091","62","1",5000,228
1992,"39091","62","1",10000,1149
1992,"39093","1","1",200,0
1992,"39093","1","1",400,0
1992,"39093","1","1",1000,71
1992,"39093","1","1",2000,83
1992,"39093","1","1",5000,245
1992,"39093","1","1",10000,2153
1992,"39093","130","1",200,0
1992,"39093","130","1",400,0
1992,"39093","130","1",1000,0
1992,"39093","130","1",2000,0
1992,"39093","130","1",5000,916
1992,"39093","130","1",10000,2709
1992,"39095","107","1",200,0
1992,"39095","107","1",400,0
1992,"39095","107","1",1000,0
1992,"39095","107","1",2000,121
1992,"39095","107","1",5000,508
1992,"39095","107","1",10000,4566
1992,"39095","109","1",200,0
1992,"39095","109","1",400,0
1992,"39095","109","1",1000,0
1992,"39095","109","1",2000,0
1992,"39095","109","1",5000,236
1992,"39095","109","1",10000,1506
1992,"39095","117","1",200,0
1992,"39095","117","1",400,0
1992,"39095","117","1",1000,0
1992,"39095","117","1",2000,0
1992,"39095","117","1",5000,212
1992,"39095","117","1",10000,1489
1992,"39095","151","1",200,0
1992,"39095","151","1",400,0
1992,"39095","151","1",1000,0
1992,"39095","151","1",2000,0
1992,"39095","151","1",5000,506
1992,"39095","151","1",10000,893
1992,"39095","26","1",200,0
1992,"39095","26","1",400,0
1992,"39095","26","1",1000,0
1992,"39095","26","1",2000,0
1992,"39095","26","1",5000,589
1992,"39095","26","1",10000,1053
1992,"39095","57","1",200,0
1992,"39095","57","1",400,0
1992,"39095","57","1",1000,0
1992,"39095","57","1",2000,840
1992,"39095","57","1",5000,22058
1992,"39095","57","1",10000,85110
1992,"39095","67","1",200,0
1992,"39095","67","1",400,0
1992,"39095","67","1",1000,0
1992,"39095","67","1",2000,0
1992,"39095","67","1",5000,498
1992,"39095","67","1",10000,893
1992,"39095","84","1",200,0
1992,"39095","84","1",400,0
1992,"39095","84","1",1000,0
1992,"39095","84","1",2000,0
1992,"39095","84","1",5000,236
1992,"39095","84","1",10000,1506
1992,"39095","95","1",200,0
1992,"39095","95","1",400,0
1992,"39095","95","1",1000,0
1992,"39095","95","1",2000,0
1992,"39095","95","1",5000,0
1992,"39095","95","1",10000,31348
1992,"39097","17","1",200,0
1992,"39097","17","1",400,0
1992,"39097","17","1",1000,0
1992,"39097","17","1",2000,0
1992,"39097","17","1",5000,146
1992,"39097","17","1",10000,443
1992,"39097","65","1",200,0
1992,"39097","65","1",400,0
1992,"39097","65","1",1000,0
1992,"39097","65","1",2000,0
1992,"39097","65","1",5000,0
1992,"39097","65","1",10000,365
1992,"39103","12","1",200,0
1992,"39103","12","1",400,0
1992,"39103","12","1",1000,0
1992,"39103","12","1",2000,0
1992,"39103","12","1",5000,0
1992,"39103","12","1",10000,0
1992,"39103","126","1",200,0
1992,"39103","126","1",400,0
1992,"39103","126","1",1000,0
1992,"39103","126","1",2000,0
1992,"39103","126","1",5000,0
1992,"39103","126","1",10000,0
1992,"39103","86","1",200,0
1992,"39103","86","1",400,0
1992,"39103","86","1",1000,33
1992,"39103","86","1",2000,72
1992,"39103","86","1",5000,327
1992,"39103","86","1",10000,2078
1992,"39109","149","1",200,0
1992,"39109","149","1",400,0
1992,"39109","149","1",1000,0
1992,"39109","149","1",2000,0
1992,"39109","149","1",5000,0
1992,"39109","149","1",10000,357
1992,"39109","55","1",200,0
1992,"39109","55","1",400,0
1992,"39109","55","1",1000,0
1992,"39109","55","1",2000,0
1992,"39109","55","1",5000,0
1992,"39109","55","1",10000,289
1992,"39109","91","1",200,0
1992,"39109","91","1",400,0
1992,"39109","91","1",1000,0
1992,"39109","91","1",2000,0
1992,"39109","91","1",5000,0
1992,"39109","91","1",10000,0
1992,"39109","96","1",200,0
1992,"39109","96","1",400,0
1992,"39109","96","1",1000,0
1992,"39109","96","1",2000,0
1992,"39109","96","1",5000,0
1992,"39109","96","1",10000,0
1992,"39113","135","1",200,0
1992,"39113","135","1",400,0
1992,"39113","135","1",1000,0
1992,"39113","135","1",2000,67
1992,"39113","135","1",5000,257
1992,"39113","135","1",10000,2778
1992,"39113","149","1",200,0
1992,"39113","149","1",400,0
1992,"39113","149","1",1000,0
1992,"39113","149","1",2000,0
1992,"39113","149","1",5000,1000
1992,"39113","149","1",10000,4707
1992,"39113","34","1",200,0
1992,"39113","34","1",400,0
1992,"39113","34","1",1000,0
1992,"39113","34","1",2000,0
1992,"39113","34","1",5000,0
1992,"39113","34","1",10000,970
1992,"39113","37","1",200,0
1992,"39113","37","1",400,0
1992,"39113","37","1",1000,0
1992,"39113","37","1",2000,0
1992,"39113","37","1",5000,146
1992,"39113","37","1",10000,300
1992,"39113","51","1",200,0
1992,"39113","51","1",400,0
1992,"39113","51","1",1000,0
1992,"39113","51","1",2000,0
1992,"39113","51","1",5000,0
1992,"39113","51","1",10000,73
1992,"39113","55","1",200,0
1992,"39113","55","1",400,0
1992,"39113","55","1",1000,0
1992,"39113","55","1",2000,730
1992,"39113","55","1",5000,1308
1992,"39113","55","1",10000,2552
1992,"39113","83","1",200,0
1992,"39113","83","1",400,0
1992,"39113","83","1",1000,0
1992,"39113","83","1",2000,28
1992,"39113","83","1",5000,162
1992,"39113","83","1",10000,609
1992,"39113","88","1",200,0
1992,"39113","88","1",400,0
1992,"39113","88","1",1000,0
1992,"39113","88","1",2000,0
1992,"39113","88","1",5000,125
1992,"39113","88","1",10000,646
1992,"39115","132","1",200,0
1992,"39115","132","1",400,0
1992,"39115","132","1",1000,0
1992,"39115","132","1",2000,0
1992,"39115","132","1",5000,0
1992,"39115","132","1",10000,699
1992,"39115","133","1",200,0
1992,"39115","133","1",400,0
1992,"39115","133","1",1000,0
1992,"39115","133","1",2000,0
1992,"39115","133","1",5000,0
1992,"39115","133","1",10000,699
1992,"39115","134","1",200,0
1992,"39115","134","1",400,0
1992,"39115","134","1",1000,0
1992,"39115","134","1",2000,0
1992,"39115","134","1",5000,0
1992,"39115","134","1",10000,699
1992,"39115","98","1",200,0
1992,"39115","98","1",400,0
1992,"39115","98","1",1000,0
1992,"39115","98","1",2000,0
1992,"39115","98","1",5000,0
1992,"39115","98","1",10000,321
1992,"39119","132","1",200,0
1992,"39119","132","1",400,0
1992,"39119","132","1",1000,0
1992,"39119","132","1",2000,483
1992,"39119","132","1",5000,1971
1992,"39119","132","1",10000,2596
1992,"39119","133","1",200,0
1992,"39119","133","1",400,0
1992,"39119","133","1",1000,0
1992,"39119","133","1",2000,483
1992,"39119","133","1",5000,1971
1992,"39119","133","1",10000,2596
1992,"39119","134","1",200,0
1992,"39119","134","1",400,0
1992,"39119","134","1",1000,0
1992,"39119","134","1",2000,483
1992,"39119","134","1",5000,1971
1992,"39119","134","1",10000,2596
1992,"39119","61","1",200,0
1992,"39119","61","1",400,0
1992,"39119","61","1",1000,0
1992,"39119","61","1",2000,0
1992,"39119","61","1",5000,1429
1992,"39119","61","1",10000,3536
1992,"39119","69","1",200,0
1992,"39119","69","1",400,0
1992,"39119","69","1",1000,0
1992,"39119","69","1",2000,87
1992,"39119","69","1",5000,175
1992,"39119","69","1",10000,1732
1992,"39119","98","1",200,0
1992,"39119","98","1",400,0
1992,"39119","98","1",1000,186
1992,"39119","98","1",2000,740
1992,"39119","98","1",5000,1990
1992,"39119","98","1",10000,2643
1992,"39121","132","1",200,0
1992,"39121","132","1",400,0
1992,"39121","132","1",1000,0
1992,"39121","132","1",2000,0
1992,"39121","132","1",5000,141
1992,"39121","132","1",10000,621
1992,"39121","133","1",200,0
1992,"39121","133","1",400,0
1992,"39121","133","1",1000,0
1992,"39121","133","1",2000,0
1992,"39121","133","1",5000,141
1992,"39121","133","1",10000,621
1992,"39121","134","1",200,0
1992,"39121","134","1",400,0
1992,"39121","134","1",1000,0
1992,"39121","134","1",2000,0
1992,"39121","134","1",5000,141
1992,"39121","134","1",10000,621
1992,"39121","69","1",200,0
1992,"39121","69","1",400,0
1992,"39121","69","1",1000,0
1992,"39121","69","1",2000,0
1992,"39121","69","1",5000,0
1992,"39121","69","1",10000,0
1992,"39121","98","1",200,0
1992,"39121","98","1",400,0
1992,"39121","98","1",1000,0
1992,"39121","98","1",2000,0
1992,"39121","98","1",5000,0
1992,"39121","98","1",10000,367
1992,"39123","10","1",200,0
1992,"39123","10","1",400,0
1992,"39123","10","1",1000,0
1992,"39123","10","1",2000,0
1992,"39123","10","1",5000,0
1992,"39123","10","1",10000,122130
1992,"39123","103","1",200,0
1992,"39123","103","1",400,0
1992,"39123","103","1",1000,0
1992,"39123","103","1",2000,8420
1992,"39123","103","1",5000,70959
1992,"39123","103","1",10000,242501
1992,"39123","46","1",200,0
1992,"39123","46","1",400,0
1992,"39123","46","1",1000,0
1992,"39123","46","1",2000,0
1992,"39123","46","1",5000,0
1992,"39123","46","1",10000,111599
1992,"39123","57","1",200,0
1992,"39123","57","1",400,0
1992,"39123","57","1",1000,527
1992,"39123","57","1",2000,1366
1992,"39123","57","1",5000,10846
1992,"39123","57","1",10000,52809
1992,"39123","79","1",200,112
1992,"39123","79","1",400,312
1992,"39123","79","1",1000,1573
1992,"39123","79","1",2000,7298
1992,"39123","79","1",5000,44335
1992,"39123","79","1",10000,178065
1992,"39123","9","1",200,0
1992,"39123","9","1",400,0
1992,"39123","9","1",1000,0
1992,"39123","9","1",2000,0
1992,"39123","9","1",5000,0
1992,"39123","9","1",10000,39049
1992,"39123","95","1",200,9
1992,"39123","95","1",400,19
1992,"39123","95","1",1000,155
1992,"39123","95","1",2000,3067
1992,"39123","95","1",5000,41063
1992,"39123","95","1",10000,152358
1992,"39127","122","1",200,0
1992,"39127","122","1",400,0
1992,"39127","122","1",1000,0
1992,"39127","122","1",2000,0
1992,"39127","122","1",5000,0
1992,"39127","122","1",10000,1973
1992,"39127","56","1",200,0
1992,"39127","56","1",400,0
1992,"39127","56","1",1000,0
1992,"39127","56","1",2000,0
1992,"39127","56","1",5000,0
1992,"39127","56","1",10000,1964
1992,"39129","108","1",200,0
1992,"39129","108","1",400,0
1992,"39129","108","1",1000,0
1992,"39129","108","1",2000,0
1992,"39129","108","1",5000,2318
1992,"39129","108","1",10000,6306
1992,"39129","39","1",200,0
1992,"39129","39","1",400,0
1992,"39129","39","1",1000,0
1992,"39129","39","1",2000,0
1992,"39129","39","1",5000,0
1992,"39129","39","1",10000,-1
1992,"39129","54","1",200,2
1992,"39129","54","1",400,-1
1992,"39129","54","1",1000,-13
1992,"39129","54","1",2000,-14
1992,"39129","54","1",5000,57
1992,"39129","54","1",10000,253
1992,"39129","64","1",200,0
1992,"39129","64","1",400,0
1992,"39129","64","1",1000,0
1992,"39129","64","1",2000,0
1992,"39129","64","1",5000,2458
1992,"39129","64","1",10000,6555
1992,"39129","65","1",200,0
1992,"39129","65","1",400,0
1992,"39129","65","1",1000,0
1992,"39129","65","1",2000,0
1992,"39129","65","1",5000,0
1992,"39129","65","1",10000,-3
1992,"39129","90","1",200,0
1992,"39129","90","1",400,0
1992,"39129","90","1",1000,0
1992,"39129","90","1",2000,0
1992,"39129","90","1",5000,89
1992,"39129","90","1",10000,322
1992,"39133","110","1",200,0
1992,"39133","110","1",400,0
1992,"39133","110","1",1000,0
1992,"39133","110","1",2000,0
1992,"39133","110","1",5000,1578
1992,"39133","110","1",10000,3555
1992,"39133","120","1",200,0
1992,"39133","120","1",400,0
1992,"39133","120","1",1000,0
1992,"39133","120","1",2000,0
1992,"39133","120","1",5000,0
1992,"39133","120","1",10000,1180
1992,"39133","14","1",200,0
1992,"39133","14","1",400,0
1992,"39133","14","1",1000,0
1992,"39133","14","1",2000,0
1992,"39133","14","1",5000,0
1992,"39133","14","1",10000,289
1992,"39133","66","1",200,0
1992,"39133","66","1",400,1
1992,"39133","66","1",1000,15
1992,"39133","66","1",2000,33
1992,"39133","66","1",5000,464
1992,"39133","66","1",10000,2283
1992,"39135","37","1",200,0
1992,"39135","37","1",400,0
1992,"39135","37","1",1000,0
1992,"39135","37","1",2000,0
1992,"39135","37","1",5000,0
1992,"39135","37","1",10000,275
1992,"39135","83","1",200,0
1992,"39135","83","1",400,0
1992,"39135","83","1",1000,0
1992,"39135","83","1",2000,0
1992,"39135","83","1",5000,0
1992,"39135","83","1",10000,269
1992,"39135","88","1",200,0
1992,"39135","88","1",400,0
1992,"39135","88","1",1000,0
1992,"39135","88","1",2000,0
1992,"39135","88","1",5000,0
1992,"39135","88","1",10000,322
1992,"39141","39","1",200,0
1992,"39141","39","1",400,0
1992,"39141","39","1",1000,0
1992,"39141","39","1",2000,0
1992,"39141","39","1",5000,0
1992,"39141","39","1",10000,0
1992,"39141","64","1",200,0
1992,"39141","64","1",400,0
1992,"39141","64","1",1000,0
1992,"39141","64","1",2000,0
1992,"39141","64","1",5000,0
1992,"39141","64","1",10000,93
1992,"39143","23","1",200,0
1992,"39143","23","1",400,0
1992,"39143","23","1",1000,0
1992,"39143","23","1",2000,0
1992,"39143","23","1",5000,0
1992,"39143","23","1",10000,2362
1992,"39143","79","1",200,0
1992,"39143","79","1",400,0
1992,"39143","79","1",1000,0
1992,"39143","79","1",2000,0
1992,"39143","79","1",5000,0
1992,"39143","79","1",10000,9814
1992,"39143","80","1",200,0
1992,"39143","80","1",400,0
1992,"39143","80","1",1000,0
1992,"39143","80","1",2000,0
1992,"39143","80","1",5000,42
1992,"39143","80","1",10000,1371
1992,"39143","82","1",200,0
1992,"39143","82","1",400,0
1992,"39143","82","1",1000,0
1992,"39143","82","1",2000,0
1992,"39143","82","1",5000,42
1992,"39143","82","1",10000,1371
1992,"39143","9","1",200,0
1992,"39143","9","1",400,0
1992,"39143","9","1",1000,0
1992,"39143","9","1",2000,0
1992,"39143","9","1",5000,0
1992,"39143","9","1",10000,3934
1992,"39145","138","1",200,0
1992,"39145","138","1",400,0
1992,"39145","138","1",1000,0
1992,"39145","138","1",2000,0
1992,"39145","138","1",5000,387
1992,"39145","138","1",10000,614
1992,"39145","144","1",200,0
1992,"39145","144","1",400,0
1992,"39145","144","1",1000,0
1992,"39145","144","1",2000,0
1992,"39145","144","1",5000,284
1992,"39145","144","1",10000,992
1992,"39147","80","1",200,0
1992,"39147","80","1",400,0
1992,"39147","80","1",1000,0
1992,"39147","80","1",2000,0
1992,"39147","80","1",5000,0
1992,"39147","80","1",10000,499
1992,"39147","82","1",200,0
1992,"39147","82","1",400,0
1992,"39147","82","1",1000,0
1992,"39147","82","1",2000,0
1992,"39147","82","1",5000,0
1992,"39147","82","1",10000,499
1992,"39149","91","1",200,0
1992,"39149","91","1",400,0
1992,"39149","91","1",1000,0
1992,"39149","91","1",2000,0
1992,"39149","91","1",5000,0
1992,"39149","91","1",10000,-2
1992,"39149","96","1",200,0
1992,"39149","96","1",400,0
